Date,High,Low,Open,Close,Volume,Adj Close
6/29/2010,25,17.54000092,19,23.88999939,18766300,23.88999939
6/30/2010,30.42000008,23.29999924,25.79000092,23.82999992,17187100,23.82999992
7/1/2010,25.92000008,20.27000046,25,21.95999908,8218800,21.95999908
7/2/2010,23.10000038,18.70999908,23,19.20000076,5139800,19.20000076
7/6/2010,20,15.82999992,20,16.11000061,6866900,16.11000061
7/7/2010,16.62999916,14.97999954,16.39999962,15.80000019,6921700,15.80000019
7/8/2010,17.52000046,15.56999969,16.13999939,17.45999908,7711400,17.45999908
7/9/2010,17.89999962,16.54999924,17.57999992,17.39999962,4050600,17.39999962
7/12/2010,18.06999969,17,17.95000076,17.04999924,2202500,17.04999924
7/13/2010,18.63999939,16.89999962,17.38999939,18.13999939,2680100,18.13999939
7/14/2010,20.14999962,17.76000023,17.94000053,19.84000015,4195200,19.84000015
7/15/2010,21.5,19,19.94000053,19.88999939,3739800,19.88999939
7/16/2010,21.29999924,20.04999924,20.70000076,20.63999939,2621300,20.63999939
7/19/2010,22.25,20.92000008,21.37000084,21.90999985,2486500,21.90999985
7/20/2010,21.85000038,20.04999924,21.85000038,20.29999924,1825300,20.29999924
7/21/2010,20.89999962,19.5,20.65999985,20.21999931,1252500,20.21999931
7/22/2010,21.25,20.37000084,20.5,21,957800,21
7/23/2010,21.55999947,21.05999947,21.19000053,21.29000092,653600,21.29000092
7/26/2010,21.5,20.29999924,21.5,20.95000076,922200,20.95000076
7/27/2010,21.18000031,20.26000023,20.90999985,20.54999924,619700,20.54999924
7/28/2010,20.89999962,20.51000023,20.54999924,20.71999931,467200,20.71999931
7/29/2010,20.87999916,20,20.77000046,20.35000038,616000,20.35000038
7/30/2010,20.44000053,19.54999924,20.20000076,19.94000053,426900,19.94000053
8/2/2010,20.96999931,20.32999992,20.5,20.92000008,718100,20.92000008
8/3/2010,21.95000076,20.81999969,21,21.95000076,1230500,21.95000076
8/4/2010,22.18000031,20.85000038,21.95000076,21.26000023,913000,21.26000023
8/5/2010,21.54999924,20.04999924,21.54000092,20.45000076,796200,20.45000076
8/6/2010,20.15999985,19.52000046,20.10000038,19.59000015,741900,19.59000015
8/9/2010,19.97999954,19.45000076,19.89999962,19.60000038,812700,19.60000038
8/10/2010,19.64999962,18.81999969,19.64999962,19.03000069,1281300,19.03000069
8/11/2010,18.87999916,17.85000038,18.69000053,17.89999962,797600,17.89999962
8/12/2010,17.89999962,17.38999939,17.79999924,17.60000038,691000,17.60000038
8/13/2010,18.45000076,17.65999985,18.18000031,18.31999969,634000,18.31999969
8/16/2010,18.79999924,18.26000023,18.45000076,18.78000069,485800,18.78000069
8/17/2010,19.39999962,18.78000069,18.95999908,19.14999962,447900,19.14999962
8/18/2010,19.59000015,18.60000038,19.59000015,18.77000046,601300,18.77000046
8/19/2010,19.25,18.32999992,18.54000092,18.79000092,579100,18.79000092
8/20/2010,19.11000061,18.51000023,18.64999962,19.10000038,296000,19.10000038
8/23/2010,20.38999939,19,19.09000015,20.12999916,1088100,20.12999916
8/24/2010,19.70999908,18.95000076,19.25,19.20000076,673100,19.20000076
8/25/2010,19.97999954,18.55999947,19.15999985,19.89999962,503300,19.89999962
8/26/2010,20.27000046,19.60000038,19.88999939,19.75,433800,19.75
8/27/2010,19.87000084,19.5,19.75,19.70000076,379600,19.70000076
8/30/2010,20.19000053,19.61000061,19.70000076,19.87000084,732800,19.87000084
8/31/2010,19.79000092,19.32999992,19.65999985,19.47999954,201100,19.47999954
9/1/2010,20.69000053,19.60000038,19.62000084,20.45000076,494900,20.45000076
9/2/2010,21.23999977,20.30999947,20.37000084,21.05999947,487100,21.05999947
9/3/2010,21.29999924,20.65999985,20.87000084,21.04999924,434600,21.04999924
9/7/2010,21,20.5,20.61000061,20.54000092,243400,20.54000092
9/8/2010,20.95000076,20.60000038,20.65999985,20.89999962,288400,20.89999962
9/9/2010,21.04999924,20.69000053,21,20.70999908,376200,20.70999908
9/10/2010,20.93000031,19.76000023,20.75,20.17000008,386600,20.17000008
9/13/2010,20.89999962,20.5,20.88999939,20.71999931,360800,20.71999931
9/14/2010,21.60000038,20.53000069,20.54000092,21.12000084,654700,21.12000084
9/15/2010,22,20.79000092,20.97999954,21.97999954,684600,21.97999954
9/16/2010,23.15999985,20.84000015,22.14999962,20.94000053,2684500,20.94000053
9/17/2010,21.31999969,19.79999924,21.02000046,20.22999954,1198500,20.22999954
9/20/2010,21.35000038,20.15999985,20.67000008,21.05999947,947500,21.05999947
9/21/2010,21.54999924,20.67000008,20.88999939,20.77000046,796000,20.77000046
9/22/2010,20.95000076,19.79999924,20.87000084,19.87000084,962900,19.87000084
9/23/2010,20.13999939,19.5,19.88999939,19.55999947,668100,19.55999947
9/24/2010,20.19000053,19.64999962,19.95000076,20.10000038,578900,20.10000038
9/27/2010,20.80999947,20.04999924,20.39999962,20.53000069,418600,20.53000069
9/28/2010,21.48999977,20.76000023,21.04000092,21.39999962,1214500,21.39999962
9/29/2010,22.03000069,21.12999916,21.19000053,21.97999954,1969300,21.97999954
9/30/2010,22.14999962,20.19000053,22,20.40999985,2195800,20.40999985
10/1/2010,20.75,20.30999947,20.69000053,20.60000038,597700,20.60000038
10/4/2010,21.17000008,20.29999924,20.43000031,20.98999977,643600,20.98999977
10/5/2010,21.28000069,21.01000023,21.14999962,21.12000084,332000,21.12000084
10/6/2010,21.26000023,20.31999969,21.05999947,20.45999908,313400,20.45999908
10/7/2010,20.63999939,20.34000015,20.56999969,20.43000031,141000,20.43000031
10/8/2010,20.79000092,20.38999939,20.43000031,20.43000031,267800,20.43000031
10/11/2010,20.70000076,20.06999969,20.44000053,20.23999977,171200,20.23999977
10/12/2010,20.28000069,20.03000069,20.20000076,20.23999977,244000,20.23999977
10/13/2010,20.85000038,20.36000061,20.63999939,20.54000092,318200,20.54000092
10/14/2010,21.03000069,20.39999962,21,20.75,294800,20.75
10/15/2010,20.89999962,20.25,20.88999939,20.54000092,284700,20.54000092
10/18/2010,20.63999939,20.21999931,20.52000046,20.22999954,162800,20.22999954
10/19/2010,20.40999985,20,20.20000076,20.04999924,245200,20.04999924
10/20/2010,20.69000053,20.04000092,20.15999985,20.64999962,312500,20.64999962
10/21/2010,20.95000076,20.45000076,20.61000061,20.75,417100,20.75
10/22/2010,20.93000031,20.54999924,20.68000031,20.71999931,161100,20.71999931
10/25/2010,20.97999954,20.72999954,20.94000053,20.85000038,118500,20.85000038
10/26/2010,21.87000084,20.51000023,20.79999924,21.36000061,660900,21.36000061
10/27/2010,21.37999916,20.64999962,21.25,21,356500,21
10/28/2010,21.5,20.95999908,21.38999939,21.19000053,224200,21.19000053
10/29/2010,21.85000038,21.04999924,21.13999939,21.84000015,280600,21.84000015
11/1/2010,22.75,21.30999947,21.94000053,21.40999985,455800,21.40999985
